,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
1483,Declined,LENDER,0,439,Employed,7,1820.0,47.0,0.0,47.0,0,UNDECIDED,0.0,Y,20902.6956131264,25000.0,0.0,72.0,LIVEWITHPARENTS,228,347.23,2.0,0.9986677530706455,DEALER PURCHASE,0.02582,Y,N
1484,Approved,GATEWAY,661,177,Employed,78,4600.0,355.0,0.0,355.0,3,JEEP,15.0,Y,24390.0,31599.0,1000.0,75.0,OWN,132,455.83,4.0,1.2955,INDIRECT,0.07717,N,N
1485,Approved,GATEWAY,755,329,Employed,43,3710.0,743.0,300.0,1343.0,2,FORD,12.0,Y,27010.0,32367.0,1000.0,84.0,LIVEWITHPARENTS,24,465.39,4.0,1.1983,INDIRECT,0.36199,N,Y
1486,Declined,GATEWAY,658,337,Employed,21,2917.33,527.41,522.0,1571.41,1,HONDA,138.0,Y,21310.0,21649.0,2000.0,72.0,RENT,31,300.69,2.0,1.0159,INDIRECT,0.53865,N,Y
1487,Declined,GATEWAY,624,92,Employed,120,4416.67,1521.0,300.0,1821.0,4,NISSAN,26289.0,N,19450.0,26376.0,0.0,75.0,LIVEWITHPARENTS,36,351.68,15.0,1.356,INDIRECT,0.4123,N,N
1488,Approved,GATEWAY,714,188,Employed,78,3750.0,609.0,775.0,1384.0,4,FORD,28849.0,N,45675.0,41962.0,0.0,84.0,RENT,3,562.34,6.0,0.9187,INDIRECT,0.36907,N,N
1489,Approved,GATEWAY,624,207,Employed,491,10000.0,219.0,400.0,619.0,2,RAM,30648.0,N,25050.0,21757.0,1000.0,72.0,RENT,71,426.11,2.0,0.8685,INDIRECT,0.0619,N,N
1490,Declined,GATEWAY,672,222,Employed,120,8458.33,2231.0,0.0,2231.0,2,JEEP,15.0,Y,29750.0,18953.0,10000.0,72.0,BUYING,3,263.24,4.0,0.637,INDIRECT,0.26376,N,N
1491,Declined,GATEWAY,701,410,Employed,12,2041.67,100.0,300.0,400.0,3,NISSAN,5.0,Y,17710.0,19214.0,1000.0,72.0,LIVEWITHPARENTS,6,298.82,4.0,1.0849,INDIRECT,0.19592,N,N
1492,Declined,GATEWAY,629,336,Employed,48,9150.25,3161.67,0.0,3161.67,5,NISSAN,45343.0,N,10275.0,9911.0,2000.0,72.0,RENT,48,137.66,10.0,0.9645,INDIRECT,0.34553,N,Y
1493,Approved,GATEWAY,839,297,Employed,84,14583.33,2801.0,0.0,2801.0,2,HYUNDAI,38750.0,N,15300.0,18469.0,695.0,84.0,BUYING,84,255.05,10.0,1.2071,INDIRECT,0.19207,N,N
1494,Approved,GATEWAY,789,262,Employed,385,7500.0,2393.0,0.0,2393.0,3,BUICK,5047.0,Y,25385.0,23279.0,0.0,75.0,BUYING,97,359.67,6.0,0.917,INDIRECT,0.31907,Y,N
1495,Declined,LENDER,660,69,Retired,331,5845.6,1874.0,0.0,1874.0,7,CHRYSLER,56000.0,N,17450.0,15000.0,0.0,36.0,OTHER,36,445.09,2.0,0.8595,REFINANCE-PROMO,0.27371,Y,N
1496,Declined,CONSUMER,664,226,Employed,7,4517.5,1372.0,950.0,2322.0,5,TOYOTA,40000.0,N,14000.0,14000.0,1800.0,72.0,RENT,7,245.38,4.0,1.0,DEALER PURCHASE,0.514,N,N
1497,Declined,CONSUMER,642,345,Employed,1,1200.0,265.22,384.0,649.22,5,CHEVROLET,34000.0,N,17000.0,11000.0,0.0,48.0,RENT,9,229.17,3.0,0.647,REFINANCE,0.54102,N,N
1498,Approved,GATEWAY,679,65,Employed,24,4400.0,1661.0,0.0,1661.0,2,HYUNDAI,11.0,Y,26605.0,30660.0,600.0,84.0,BUYING,14,489.39,10.0,1.1524,CAR SALE,0.3775,N,N
1499,Declined,GATEWAY,484,217,Employed,36,4000.0,90.0,1200.0,1290.0,17,TOYOTA,124498.0,N,11275.0,8750.0,1000.0,48.0,RENT,12,182.3,0.0,0.776,INDIRECT,0.3225,N,N
1500,Approved,CONSUMER,767,309,Employed,112,3680.0,1523.0,0.0,1523.0,0,UNDECIDED,0.0,N,18000.0,17999.96,0.04,48.0,BUYING,39,405.25,9.0,0.9999,DEALER PURCHASE,0.41386,Y,N
1501,Declined,GATEWAY,598,311,Employed,6,3188.0,402.0,0.0,402.0,3,OTHERS,42884.0,N,10700.0,10103.0,500.0,72.0,OWN,130,247.05,6.0,0.9442,INDIRECT,0.1261,N,Y
1502,Declined,GATEWAY,576,124,Employed,14,4000.0,638.82,800.0,1438.82,6,NISSAN,39000.0,N,16750.0,16895.0,500.0,72.0,RENT,6,234.66,4.0,1.0086,INDIRECT,0.35971,N,N
1503,Approved,GATEWAY,677,169,Employed,30,3200.0,1179.2,0.0,1179.2,3,HONDA,146.0,Y,23700.0,26017.0,1000.0,84.0,BUYING,42,352.61,4.0,1.0977,INDIRECT,0.3685,N,N
1504,Declined,GATEWAY,620,216,Employed,12,12000.0,2671.0,0.0,2671.0,13,CHRYSLER,121115.0,N,7100.0,5618.0,500.0,36.0,OWN,48,156.06,8.0,0.7912,INDIRECT,0.22258,N,N
1505,Approved,GATEWAY,740,371,Employed,12,6810.0,1349.0,300.0,1649.0,4,CHRYSLER,39550.0,N,21675.0,28122.0,1000.0,84.0,LIVEWITHPARENTS,72,376.05,12.0,1.2974,INDIRECT,0.24214,Y,Y
1506,Declined,CONSUMER,703,326,Employed,14,1800.0,930.0,0.0,930.0,9,HONDA,94000.0,N,8776.0,9000.0,0.0,60.0,BUYING,5,167.89,1.0,1.0255,TITLE LOAN,0.51667,N,N
1507,Declined,GATEWAY,687,387,Employed,4,2000.0,54.0,300.0,354.0,4,NISSAN,24856.0,N,14475.0,15838.0,0.0,75.0,LIVEWITHPARENTS,7,235.69,0.0,1.0941,INDIRECT,0.177,N,N
1508,Approved,GATEWAY,721,209,Others,27,3500.0,1497.0,0.0,1497.0,2,CHEVROLET,15.0,Y,38355.0,33502.0,1500.0,84.0,RENT,122,412.84,7.0,0.8734,INDIRECT,0.42771,N,N
1509,Declined,GATEWAY,557,159,Retired,0,3200.0,163.0,0.0,163.0,5,DODGE,25388.0,N,22150.0,20351.0,0.0,72.0,LIVEWITHPARENTS,7,282.66,3.0,0.9187,INDIRECT,0.05094,N,N
1510,Approved,GATEWAY,757,460,Employed,27,2960.0,52.0,300.0,352.0,6,MERCEDES-BENZ,63636.0,N,16175.0,15748.0,2000.0,66.0,LIVEWITHPARENTS,25,345.27,3.0,0.9736,INDIRECT,0.11892,N,N
1511,Declined,GATEWAY,630,185,Retired,0,3471.0,1209.0,0.0,1209.0,5,NISSAN,39173.0,N,13550.0,15536.0,0.0,72.0,BUYING,222,269.34,4.0,1.1465,INDIRECT,0.34831,N,N
1512,Declined,GATEWAY,615,330,Employed,240,10000.0,267.0,0.0,267.0,1,CHEVROLET,29.0,Y,26505.0,15802.0,0.0,84.0,OWN,240,215.59,6.0,0.5961,INDIRECT,0.0267,N,Y
1513,Approved,GATEWAY,644,227,Employed,12,3750.0,529.0,500.0,1029.0,6,HONDA,45391.0,N,19600.0,21845.0,0.0,75.0,RENT,25,421.2,8.0,1.1145,INDIRECT,0.2744,Y,N
1514,Declined,GATEWAY,686,307,Employed,54,8333.33,2007.0,0.0,2007.0,3,FORD,30461.0,N,16475.0,17399.0,500.0,75.0,BUYING,12,284.12,13.0,1.056,INDIRECT,0.24084,N,Y
1515,Declined,GATEWAY,601,327,Employed,36,4680.0,5.0,525.0,530.0,2,CHEVROLET,29.0,Y,46930.0,39447.0,4000.0,75.0,RENT,36,596.09,1.0,0.8405,INDIRECT,0.11325,N,N
1516,Declined,GATEWAY,724,306,Employed,3,4680.0,0.0,300.0,300.0,1,MAZDA,41.0,Y,26700.0,28264.0,1000.0,72.0,LIVEWITHPARENTS,30,392.56,0.0,1.0585,INDIRECT,0.0641,N,N
1517,Declined,LENDER,710,316,Employed,5,3333.33,1805.0,1000.0,2805.0,4,UNDECIDED,0.0,Y,20902.6956131264,25000.0,0.0,75.0,RENT,36,378.9,5.0,0.9986677530706455,DEALER PURCHASE,0.8415,Y,N
1518,Declined,GATEWAY,607,256,Employed,60,2800.0,464.0,300.0,764.0,8,HONDA,66899.0,N,23200.0,25576.0,0.0,72.0,RENT,60,355.23,2.0,1.1024,INDIRECT,0.27286,N,N
1519,Declined,GATEWAY,528,140,Employed,2,4913.0,667.0,0.0,667.0,5,OTHERS,48660.0,N,11075.0,10900.0,1000.0,60.0,LIVEWITHPARENTS,36,261.01,4.0,0.9841,INDIRECT,0.13576,N,Y
1520,Declined,GATEWAY,564,185,Employed,24,2700.0,318.0,0.0,318.0,3,MAZDA,23.0,Y,20715.0,22198.0,700.0,72.0,OWN,480,484.69,2.0,1.0715,INDIRECT,0.11778,N,N
1521,Declined,GATEWAY,591,276,Employed,2,2047.0,207.0,1.0,208.0,1,TOYOTA,17.0,Y,20873.0,22748.0,0.0,75.0,LIVEWITHPARENTS,39,303.31,0.0,1.0898,INDIRECT,0.10161,N,N
1522,Approved,GATEWAY,841,394,Retired,0,10942.0,1319.0,0.0,1319.0,1,CHRYSLER,152.0,Y,34430.0,15198.0,15000.0,36.0,OWN,42,539.12,16.0,0.4414,INDIRECT,0.12054,N,Y
1523,Declined,GATEWAY,765,319,Retired,80,4940.0,3348.0,0.0,3348.0,3,KIA,34.0,Y,31490.0,28626.0,5000.0,84.0,BUYING,24,340.79,4.0,0.909,INDIRECT,0.67773,N,Y
1524,Approved,LENDER,728,447,Employed,239,7750.0,1140.0,0.0,1140.0,4,GMC,40479.0,N,24050.0,21210.87,0.0,66.0,BUYING,180,393.99,4.0,0.8819,DEALER PURCHASE,0.1471,Y,N
1525,Approved,GATEWAY,675,147,Employed,120,3300.0,804.0,0.0,804.0,3,HONDA,14.0,Y,29505.0,31183.0,3810.0,84.0,BUYING,54,429.83,4.0,1.0568,INDIRECT,0.24364,N,N
1526,Declined,GATEWAY,521,1,Employed,460,11166.67,2926.0,0.0,2926.0,5,MERCEDES-BENZ,35129.0,N,95725.0,92498.0,20000.0,72.0,OWN,124,1284.7,7.0,0.9662,INDIRECT,0.26203,N,N
1527,Approved,LENDER,731,448,Employed,6,2408.25,333.38,450.0,783.38,8,KIA,63566.0,N,9975.0,10000.0,0.0,72.0,RENT,2,189.61,1.0,1.0025,DEALER PURCHASE,0.32529,N,N
1528,Approved,GATEWAY,681,235,Employed,160,4583.33,843.0,500.0,1343.0,2,CHEVROLET,3.0,Y,21000.0,30150.0,3500.0,75.0,RENT,24,366.73,7.0,1.4357,INDIRECT,0.29302,N,N
1529,Declined,GATEWAY,517,285,Employed,6,1720.0,56.68,0.0,56.68,3,FORD,20.0,Y,17780.0,17321.0,0.0,72.0,LIVEWITHPARENTS,22,313.37,0.0,0.9741,INDIRECT,0.03295,N,N
1530,Approved,CONSUMER,638,274,Employed,12,4500.0,704.0,0.0,704.0,4,UNDECIDED,0.0,N,17500.0,15000.0,2500.0,60.0,OWN,18,301.67,2.0,0.8571,PRIVATE PARTY,0.15644,Y,N
1531,Declined,GATEWAY,645,313,Employed,78,6201.0,1068.0,0.0,2163.0,7,NISSAN,41978.0,N,10500.0,10897.0,800.0,75.0,OTHER,6,145.3,4.0,1.0378,INDIRECT,0.34881,N,Y
1532,Declined,GATEWAY,0,378,Employed,36,3500.0,0.0,0.0,0.0,3,RAM,10906.0,N,33275.0,33984.0,3750.0,72.0,LIVEWITHPARENTS,30,472.0,0.0,1.0213,INDIRECT,0.0,N,N
1533,Approved,GATEWAY,696,297,Employed,36,4583.33,156.0,300.0,456.0,3,CHEVROLET,36.0,Y,32100.0,35776.0,2000.0,84.0,LIVEWITHPARENTS,180,485.53,3.0,1.1145,INDIRECT,0.09949,N,N
1534,Declined,GATEWAY,648,186,Employed,120,8000.0,1763.0,0.0,1763.0,3,DODGE,23295.0,N,21975.0,14855.0,500.0,72.0,OWN,192,239.68,3.0,0.6759,INDIRECT,0.22037,N,N
1535,Approved,GATEWAY,666,235,Retired,48,3711.0,398.0,300.0,698.0,3,MAZDA,12.0,Y,19730.0,24763.0,0.0,75.0,LIVEWITHPARENTS,24,367.92,4.0,1.255,INDIRECT,0.18809,N,N
1536,Declined,GATEWAY,631,114,Employed,1,3516.67,2943.65,0.0,2943.65,3,NISSAN,68.0,Y,31050.0,27700.0,500.0,84.0,BUYING,34,415.69,8.0,0.8921,CAR SALE,0.83706,N,N
1537,Approved,GATEWAY,797,362,Employed,24,8333.33,1696.0,0.0,1696.0,2,RAM,51.0,Y,57780.0,27623.0,0.0,72.0,BUYING,132,474.19,8.0,0.478,INDIRECT,0.20352,N,N
1538,Approved,GATEWAY,796,331,Employed,150,2666.67,848.2,0.0,848.2,5,BUICK,1661.0,N,20225.0,16102.0,0.0,60.0,BUYING,150,302.91,12.0,0.7961,INDIRECT,0.31807,Y,N
1539,Approved,LENDER,655,305,Employed,29,11666.67,1614.2,0.0,1614.2,6,DODGE,96964.0,N,13875.0,11368.34,0.0,48.0,BUYING,8,251.48,7.0,0.8193,DEALER PURCHASE,0.13836,N,N
1540,Approved,GATEWAY,624,292,Employed,156,3166.67,1014.13,0.0,1014.13,10,TOYOTA,79146.0,N,13350.0,14121.0,1000.0,66.0,BUYING,60,258.85,0.0,1.0577,INDIRECT,0.32025,N,N
1541,Declined,GATEWAY,618,381,Employed,12,3600.0,381.0,0.0,381.0,1,NISSAN,7.0,Y,20902.6956131264,24903.0,0.0,72.0,RENT,36,345.88,2.0,0.9986677530706455,INDIRECT,0.10583,N,N
1542,Declined,GATEWAY,0,365,Employed,18,4884.0,420.0,750.0,1170.0,2,HONDA,15.0,Y,22015.0,21288.0,2000.0,60.0,RENT,11,354.8,1.0,0.9669,INDIRECT,0.23956,N,Y
1543,Declined,GATEWAY,637,302,Employed,240,10833.33,364.0,300.0,664.0,4,GMC,54549.0,N,44375.0,38770.0,5000.0,75.0,LIVEWITHPARENTS,144,848.55,4.0,0.8736,INDIRECT,0.06129,N,N
1544,Approved,LENDER,676,313,Employed,163,7440.67,753.0,650.0,1703.0,0,UNDECIDED,0.0,Y,20902.6956131264,21000.0,0.0,75.0,RENT,240,347.09,6.0,0.9986677530706455,DEALER PURCHASE,0.22888,Y,Y
1545,Declined,LENDER,639,190,Employed,69,4592.67,648.0,300.0,948.0,0,UNDECIDED,0.0,N,20902.6956131264,15000.0,0.0,75.0,LIVEWITHPARENTS,120,329.46,8.0,0.9986677530706455,DEALER PURCHASE,0.20642,Y,N
1546,Declined,GATEWAY,575,258,Employed,72,1439.0,107.0,300.0,407.0,5,BUICK,298.0,Y,24625.0,16802.0,3000.0,72.0,LIVEWITHPARENTS,120,278.38,5.0,0.6823,INDIRECT,0.28284,N,N
1547,Declined,GATEWAY,716,182,Employed,168,6666.67,3115.0,0.0,3115.0,1,DODGE,21.0,Y,36575.0,47030.0,1500.0,84.0,BUYING,36,658.18,6.0,1.2858,INDIRECT,0.46725,N,N
1548,Approved,LENDER,819,411,Employed,420,7916.67,1453.0,0.0,1453.0,3,UNDECIDED,0.0,N,20902.6956131264,15000.0,0.0,66.0,BUYING,312,243.69,4.0,0.9986677530706455,DEALER PURCHASE,0.18354,Y,N
1549,Declined,GATEWAY,736,484,Employed,26,3500.0,25.0,1318.0,1343.0,4,SUBARU,9219.0,N,19450.0,16849.0,3000.0,72.0,RENT,13,265.94,1.0,0.8662,INDIRECT,0.38371,N,N
1550,Declined,GATEWAY,652,274,Employed,96,6083.33,1398.0,0.0,1398.0,5,HYUNDAI,21396.0,N,19000.0,20370.0,1000.0,72.0,BUYING,204,361.46,3.0,1.0721,CAR SALE,0.22981,N,Y
1551,Declined,GATEWAY,624,175,Employed,7,3300.0,1382.0,0.0,1382.0,1,CHEVROLET,29.0,Y,37570.0,33972.0,5500.0,84.0,BUYING,36,475.55,7.0,0.9042,INDIRECT,0.41879,N,N
1552,Approved,GATEWAY,722,314,Employed,12,4400.0,627.0,650.0,1277.0,1,HYUNDAI,3.0,Y,26550.0,26200.0,0.0,84.0,RENT,24,366.75,4.0,0.9868,INDIRECT,0.29023,N,N
1553,Approved,GATEWAY,793,370,Employed,168,7166.67,2814.0,0.0,2814.0,2,NISSAN,7950.0,N,32025.0,31162.0,3000.0,72.0,OTHER,240,489.82,13.0,0.973,INDIRECT,0.39265,N,Y
1554,Declined,GATEWAY,0,341,Employed,1,2340.0,0.0,350.0,350.0,2,TOYOTA,10.0,Y,19390.0,17159.0,3000.0,72.0,RENT,8,238.32,0.0,0.8849,INDIRECT,0.14957,N,N
1555,Approved,GATEWAY,744,373,Retired,276,1204.0,381.0,0.0,381.0,10,BUICK,82977.0,N,11900.0,9490.0,0.0,48.0,OWN,144,212.92,6.0,0.7974,INDIRECT,0.25316,N,N
1556,Approved,GATEWAY,703,196,Employed,54,3541.0,378.0,300.0,678.0,3,KIA,16.0,Y,21095.0,26919.0,0.0,84.0,LIVEWITHPARENTS,48,348.74,5.0,1.276,INDIRECT,0.19147,N,N
1557,Approved,GATEWAY,772,235,Employed,24,13700.0,3725.0,0.0,3725.0,11,NISSAN,88221.0,N,12675.0,11851.0,500.0,48.0,BUYING,186,265.35,3.0,0.9349,INDIRECT,0.2719,N,N
1558,Approved,LENDER,809,477,Retired,276,6241.0,205.0,0.0,205.0,0,UNDECIDED,0.0,Y,20902.6956131264,50000.0,0.0,60.0,OWN,444,908.46,8.0,0.9986677530706455,DEALER PURCHASE,0.03285,Y,N
1559,Approved,GATEWAY,639,386,Employed,120,1860.0,357.0,495.0,852.0,8,JEEP,75429.0,N,13125.0,14248.0,0.0,66.0,RENT,132,317.36,2.0,1.0855,INDIRECT,0.45806,N,N
1560,Approved,CONSUMER,767,316,Employed,12,8400.0,4667.25,0.0,4667.25,6,HYUNDAI,9362.0,N,14575.0,12000.0,2000.0,60.0,BUYING,5,237.64,8.0,0.8233,PRIVATE PARTY,0.49,N,Y
1561,Approved,GATEWAY,640,248,Employed,192,2500.0,0.0,610.0,610.0,6,FORD,45927.0,N,13450.0,16940.0,0.0,72.0,RENT,132,262.53,0.0,1.2594,INDIRECT,0.244,N,N
1562,Declined,GATEWAY,627,86,Retired,120,3400.0,1388.0,0.0,1388.0,6,DODGE,39483.0,N,17750.0,23053.0,1476.0,84.0,OWN,96,274.45,8.0,1.2987,INDIRECT,0.40824,N,N
1563,Declined,CONSUMER,654,200,Employed,5,4169.6,1961.53,0.0,1961.53,0,UNDECIDED,0.0,Y,31000.0,31000.0,0.0,75.0,BUYING,27,523.15,6.0,1.0,DEALER PURCHASE,0.47044,Y,N
1564,Declined,GATEWAY,686,285,Others,120,8375.0,1089.0,0.0,1089.0,17,CHEVROLET,69165.0,N,6750.0,6021.0,2000.0,48.0,OWN,180,141.04,2.0,0.892,INDIRECT,0.13003,N,Y
1565,Approved,GATEWAY,694,202,Others,24,4910.34,474.0,300.0,1074.0,3,HYUNDAI,12.0,Y,16925.0,20423.0,600.0,75.0,RENT,72,350.89,5.0,1.2066,CAR SALE,0.21872,N,Y
1566,Declined,GATEWAY,574,377,Employed,24,10053.33,603.0,0.0,603.0,2,NISSAN,7.0,Y,24900.0,23253.0,0.0,72.0,RENT,30,322.96,2.0,0.9338,INDIRECT,0.05998,N,Y
1567,Declined,LENDER,545,172,Employed,159,2184.0,0.0,300.0,300.0,3,KIA,25065.0,N,13275.0,14000.0,0.0,66.0,RENT,84,331.23,0.0,1.0546,REFINANCE-PROMO,0.13736,Y,N
1568,Declined,LENDER,0,301,Employed,7,2338.6,0.0,535.0,535.0,0,UNDECIDED,0.0,N,20902.6956131264,15000.0,0.0,66.0,RENT,12,344.65,0.0,0.9986677530706455,DEALER PURCHASE,0.22877,Y,N
1569,Declined,GATEWAY,596,318,Employed,120,6666.67,2100.0,0.0,2650.0,3,FORD,42873.0,N,18950.0,15074.0,1000.0,72.0,BUYING,12,209.37,5.0,0.7954,INDIRECT,0.3975,N,Y
1570,Declined,GATEWAY,526,169,Employed,12,5607.0,563.0,400.0,963.0,2,TOYOTA,3370.0,N,29025.0,25102.0,5000.0,72.0,RENT,12,348.64,3.0,0.8648,INDIRECT,0.17175,N,N
1571,Declined,GATEWAY,581,305,Employed,25,1650.0,202.0,125.0,327.0,8,HONDA,76915.0,N,9400.0,8840.0,2000.0,60.0,RENT,51,147.34,1.0,0.9404,INDIRECT,0.19818,N,N
1572,Approved,GATEWAY,797,396,Employed,20,11500.0,2686.0,0.0,2686.0,4,MERCEDES-BENZ,36257.0,N,28750.0,21898.0,8000.0,72.0,BUYING,48,328.53,7.0,0.7616,INDIRECT,0.23357,N,Y
1573,Approved,GATEWAY,693,204,Employed,85,5830.0,1790.0,0.0,1790.0,7,FORD,32569.0,N,25800.0,27915.0,0.0,72.0,BUYING,24,501.62,1.0,1.0819,INDIRECT,0.30703,N,N
1574,Approved,GATEWAY,696,251,Employed,120,6250.0,1492.0,0.0,1492.0,1,TOYOTA,5.0,Y,28220.0,34061.0,1000.0,75.0,BUYING,48,498.63,8.0,1.2069,INDIRECT,0.23872,N,Y
1575,Declined,GATEWAY,534,280,Employed,52,3000.0,172.0,300.0,472.0,11,DODGE,81780.0,N,11500.0,14655.0,1200.0,60.0,LIVEWITHPARENTS,42,244.25,0.0,1.2743,INDIRECT,0.15733,N,N
1576,Declined,GATEWAY,638,198,Employed,181,7250.0,4544.0,0.0,4544.0,3,GMC,0.0,Y,55600.0,47962.0,10000.0,72.0,BUYING,181,819.67,0.0,0.8626,CAR SALE,0.62676,N,Y
1577,Approved,GATEWAY,773,317,Employed,132,5791.67,1652.0,0.0,1652.0,1,NISSAN,250.0,Y,47105.0,42190.0,3000.0,84.0,BUYING,24,606.14,7.0,0.8956,INDIRECT,0.28524,N,N
1578,Approved,GATEWAY,771,317,Employed,84,10000.0,2678.0,0.0,2678.0,2,CHEVROLET,200.0,Y,44825.0,51880.0,0.0,84.0,RENT,36,697.04,8.0,1.1573,INDIRECT,0.2678,N,N
1579,Approved,CONSUMER,847,465,Employed,66,5371.82,726.0,0.0,726.0,0,UNDECIDED,0.0,N,12000.0,9000.0,3000.0,60.0,BUYING,156,164.38,3.0,0.75,DEALER PURCHASE,0.13515,Y,N
1580,Approved,GATEWAY,606,351,Employed,17,8050.0,50.0,300.0,350.0,4,KIA,23244.0,N,21925.0,23591.0,0.0,75.0,RENT,18,395.75,4.0,1.0759,INDIRECT,0.04348,N,N
1581,Declined,GATEWAY,615,299,Employed,24,4853.0,405.0,0.0,405.0,3,SUBARU,59436.0,N,20750.0,24761.0,2000.0,72.0,LIVEWITHPARENTS,180,343.91,5.0,1.1933,INDIRECT,0.08345,N,Y
1582,Approved,GATEWAY,720,326,Employed,25,3400.0,15.0,300.0,315.0,6,OTHERS,59091.0,N,28750.0,31820.0,1000.0,84.0,LIVEWITHPARENTS,37,497.49,2.0,1.1067,INDIRECT,0.09265,Y,N
1583,Declined,LENDER,811,309,Retired,145,2145.0,1259.0,0.0,1259.0,2,NISSAN,7000.0,N,20375.0,29200.0,0.0,72.0,BUYING,29,451.13,7.0,1.4331,REFINANCE-PROMO,0.58695,Y,N
1584,Declined,GATEWAY,646,228,Employed,120,2383.33,470.0,450.0,920.0,1,TOYOTA,5.0,Y,28014.0,25655.0,1750.0,75.0,RENT,33,431.43,4.0,0.9157,INDIRECT,0.38601,N,N
1585,Approved,GATEWAY,652,391,Employed,156,3000.0,20.0,575.0,595.0,2,CHEVROLET,12.0,Y,24160.0,24671.0,0.0,75.0,RENT,7,411.25,2.0,1.0211,INDIRECT,0.19833,N,N
1586,Declined,GATEWAY,623,228,Employed,34,6600.0,59.0,900.0,959.0,8,MAZDA,65994.0,N,8400.0,8308.0,500.0,72.0,RENT,30,115.39,3.0,0.989,INDIRECT,0.1453,N,N
1587,Declined,GATEWAY,689,219,Employed,24,7500.0,3686.0,0.0,3686.0,5,CHEVROLET,67513.0,N,32700.0,33068.0,0.0,75.0,BUYING,24,512.26,10.0,1.0112,INDIRECT,0.49147,N,Y
1588,Declined,LENDER,0,347,Employed,12,1400.0,0.0,300.0,300.0,0,UNDECIDED,0.0,Y,20902.6956131264,18000.0,0.0,75.0,LIVEWITHPARENTS,120,369.59,0.0,0.9986677530706455,PREAPPROVAL,0.21429,N,N
1589,Declined,GATEWAY,0,318,Employed,84,2177.0,0.0,464.0,464.0,5,HYUNDAI,29177.0,N,15825.0,16241.0,1500.0,72.0,RENT,60,345.43,0.0,1.0262,INDIRECT,0.21314,N,N
1590,Declined,GATEWAY,598,76,Employed,240,3333.33,1592.0,500.0,2092.0,11,TOYOTA,67520.0,N,24475.0,26838.0,2000.0,72.0,RENT,7,585.83,19.0,1.0965,INDIRECT,0.6276,N,N
1591,Declined,GATEWAY,481,198,Employed,37,2800.0,775.0,300.0,1075.0,13,NISSAN,84700.0,N,12825.0,12227.0,3000.0,36.0,OTHER,85,339.64,0.0,0.9533,INDIRECT,0.38393,N,N
1592,Declined,GATEWAY,617,185,Employed,18,2000.0,683.0,300.0,983.0,6,SUBARU,46407.0,N,21150.0,26338.0,0.0,84.0,LIVEWITHPARENTS,37,405.06,4.0,1.2452,INDIRECT,0.4915,N,N
1593,Approved,GATEWAY,762,273,Employed,264,3000.0,1024.0,0.0,1024.0,6,DODGE,48711.0,N,19825.0,19000.0,3000.0,72.0,BUYING,144,337.99,1.0,0.9583,INDIRECT,0.34133,N,N
1594,Declined,GATEWAY,580,211,Employed,24,3861.0,991.47,800.0,2591.47,3,MITSUBISHI,6.0,Y,19460.0,19503.0,1000.0,72.0,OTHER,86,270.88,2.0,1.0022,INDIRECT,0.67119,N,Y
1595,Approved,GATEWAY,690,296,Employed,37,3996.67,327.0,300.0,627.0,2,NISSAN,10.0,Y,20115.0,23839.0,1300.0,84.0,LIVEWITHPARENTS,13,370.91,2.0,1.1851,INDIRECT,0.15688,N,N
1596,Approved,LENDER,768,257,Employed,26,3500.17,1175.0,0.0,1175.0,5,JEEP,48000.0,N,12425.0,15053.07,0.0,48.0,BUYING,68,265.47,9.0,1.2115,REFINANCE,0.3357,Y,N
1597,Approved,GATEWAY,742,298,Employed,24,4160.0,324.0,300.0,624.0,6,TOYOTA,52858.0,N,21875.0,20000.0,0.0,72.0,RENT,228,306.92,12.0,0.9142,INDIRECT,0.15,Y,N
1598,Approved,GATEWAY,737,484,Employed,108,2500.0,27.0,300.0,327.0,3,NISSAN,6.0,Y,18905.0,20907.0,500.0,75.0,LIVEWITHPARENTS,72,269.94,2.0,1.1058,CAR SALE,0.1308,N,N
1599,Declined,GATEWAY,544,272,Retired,12,4100.0,187.0,500.0,687.0,4,RAM,150.0,Y,53890.0,48716.0,6500.0,75.0,RENT,12,997.57,1.0,0.9039,INDIRECT,0.16756,N,Y
1600,Declined,GATEWAY,506,247,Employed,60,3600.0,158.0,350.0,508.0,3,DODGE,28601.0,N,16750.0,16159.0,1000.0,72.0,RENT,60,224.44,1.0,0.9647,INDIRECT,0.14111,N,N
1601,Declined,GATEWAY,628,305,Employed,24,7977.0,1861.0,0.0,1861.0,3,FORD,15.0,Y,23780.0,30113.0,0.0,75.0,BUYING,120,539.73,1.0,1.2663,INDIRECT,0.2333,N,Y
1602,Approved,GATEWAY,786,357,Employed,144,4758.34,906.0,0.0,906.0,4,TOYOTA,5672.0,N,31725.0,35933.0,0.0,84.0,OWN,600,480.17,12.0,1.1326,INDIRECT,0.1904,N,Y
