,Location,Vehicle_Year,Miles_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(mpg),Engine(CC),Power(bhp),Price
2008,Los_Angeles,4,31070,Gasoline,Automatic,First,5.0,GM,66,1248.0,88.5,17000
2009,Boston,9,32934,Gasoline,Manual,First,5.0,AUDI,30,1968.0,167.6,46000
2010,Los_Angeles,6,13501,Diesel,Automatic,First,5.0,FORD,37,1196.0,70.02,6700
2011,Boston,8,26720,Gasoline,Dual_Clutch,Second,7.0,HYUNDAI,28,2199.0,194.3,21500
2012,Atlanta,7,46605,Gasoline,Automatic,First,8.0,TESLA,28,2179.0,120.0,12580
2013,Boston,6,45708,Gasoline,Automatic,First,5.0,RENAULT,46,1461.0,108.45,15500
2014,Dallas,8,27686,Gasoline,Semi-Automatic,First,5.0,AUDI,36,1968.0,140.8,27000
2015,Seattle,7,34106,Diesel,Automatic,First,7.0,GM,36,1196.0,73.0,7500
2016,Charlotte,9,47226,Gasoline,Automatic,Second,7.0,TESLA,33,2498.0,112.0,7500
2017,Houston,14,62761,Diesel,Automatic,Second,5.0,GM,44,998.0,67.1,3000
2018,Chicago,15,41012,Diesel,Automatic,First,5.0,GM,33,1061.0,64.0,2900
2019,Seattle,7,52421,Diesel,Automatic,First,5.0,GM,36,1586.0,103.3,8240
2020,Charlotte,4,15610,Gasoline,Automatic,First,7.0,TOYOTA,32,2393.0,147.8,34220
2021,Los_Angeles,5,62140,Gasoline,Automatic,Second,7.0,TOYOTA,31,2494.0,100.6,20500
2022,Atlanta,9,41034,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,4980
2023,Los_Angeles,5,118066,Diesel,Automatic,Second,5.0,TOYOTA,39,1496.0,88.73,7700
2024,San_Francisco,6,53235,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,12500
2025,San_Francisco,5,21749,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,9760
2026,Charlotte,4,4971,CNG,Continuously_Variable,First,5.0,HONDA,42,1497.0,117.3,18900
2027,San_Francisco,13,100667,Gasoline,Automatic,Second,8.0,TOYOTA,30,2494.0,102.0,9600
2028,Atlanta,8,37284,CNG,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,3980
2029,San_Francisco,10,43871,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,5600
2030,Boston,9,15535,CNG,Semi-Automatic,Second,5.0,MERCEDES-BENZ,29,1796.0,185.0,44000
2031,San_Francisco,8,46605,Gasoline,Automatic,First,7.0,TESLA,38,2523.0,62.1,8600
2032,Seattle,6,52863,Gasoline,Continuously_Variable,First,5.0,LEXUS,47,1968.0,138.1,19500
2033,Austin,5,24856,Diesel,Automatic,First,5.0,GM,48,1197.0,81.8,11800
2034,Dallas,7,41634,Gasoline,Semi-Automatic,First,5.0,AUDI,39,1968.0,147.51,29000
2035,San_Francisco,11,34177,Gasoline,Automatic,Second,5.0,FORD,42,1399.0,68.0,4800
2036,Charlotte,12,38527,Diesel,Automatic,Second,5.0,GM,35,1586.0,104.68,4220
2037,Seattle,3,13998,Diesel,Manual,First,5.0,HYUNDAI,44,1197.0,82.0,15200
2038,San_Francisco,8,35909,Diesel,Semi-Automatic,First,5.0,GM,40,1197.0,85.8,7200
2039,Houston,7,44741,Gasoline,Automatic,First,8.0,TESLA,25,2179.0,120.0,12000
2040,Charlotte,6,51656,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,120.0,14900
2041,Chicago,9,46605,Diesel,Automatic,First,5.0,GM,46,796.0,46.3,4200
2042,Austin,7,36041,Gasoline,Automatic,Second,5.0,RENAULT,45,1461.0,108.45,10400
2043,San_Francisco,11,16156,Gasoline,Automatic,First,6.0,TESLA,0,2498.0,0.0,13980
2044,Charlotte,3,621,Diesel,Automatic,First,5.0,GM,49,1197.0,81.8,12720
2045,Orlando,5,37129,Gasoline,Automatic,First,7.0,TOYOTA,31,2494.0,100.6,23240
2046,Orlando,5,18621,Gasoline,Manual,Second,5.0,BMW,39,2993.0,261.49,87200
2047,Atlanta,11,40391,Gasoline,Automatic,Second,5.0,HYUNDAI,32,1991.0,142.0,9800
2048,Orlando,5,47141,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,13400
2049,Charlotte,7,33556,Ethanol,Automatic,First,5.0,GM,79,998.0,67.04,6100
2050,Boston,6,14914,Gasoline,Semi-Automatic,First,5.0,AUDI,40,1968.0,174.33,50000
2051,Seattle,2,20642,Gasoline,Automatic,First,5.0,JEEP,40,1956.0,170.0,38100
2052,Atlanta,5,20770,CNG,Automatic,First,5.0,HYUNDAI,41,1396.0,105.5,9000
2053,Los_Angeles,7,29206,CNG,Automatic,First,5.0,HONDA,42,1198.0,86.7,8300
2054,Chicago,5,25477,Gasoline,Automatic,First,5.0,HYUNDAI,46,1582.0,126.2,23800
2055,Dallas,9,38527,CNG,Automatic,First,5.0,HYUNDAI,47,1086.0,68.05,4200
2056,Dallas,4,29228,Gasoline,Automatic,First,7.0,TESLA,43,1493.0,100.0,13900
2057,Los_Angeles,12,34941,CNG,Automatic,Second,5.0,GM,41,1298.0,85.8,4800
2058,Chicago,13,34177,Diesel,Automatic,First,5.0,HYUNDAI,31,1495.0,94.0,5300
2059,Houston,6,43914,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,18000
2060,Los_Angeles,8,42877,Diesel,Automatic,First,5.0,GM,49,998.0,67.1,4200
2061,Los_Angeles,9,40391,Diesel,Automatic,Second,5.0,CHEVROLET,44,1199.0,79.4,5000
2062,Charlotte,11,18642,Gasoline,Manual,First,5.0,AUDI,29,2698.0,179.5,17900
2063,San_Francisco,3,1243,Gasoline,Semi-Automatic,First,5.0,MINI,49,1496.0,113.98,68000
2064,Los_Angeles,9,15072,CNG,Automatic,First,0.0,GM,38,0.0,0.0,6300
2065,Chicago,5,24856,Diesel,Automatic,First,5.0,CHRYSLER,41,1193.0,88.7,8000
2066,Atlanta,6,24856,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,8900
2067,Houston,10,16156,Diesel,Automatic,First,5.0,CHEVROLET,44,1199.0,79.4,3000
2068,Houston,9,65247,Gasoline,Dual_Clutch,Second,5.0,AUDI,39,1968.0,140.0,29000
2069,Atlanta,5,1740,Gasoline,Automatic,First,5.0,FORD,61,1498.0,99.0,16820
2070,Charlotte,6,44119,Gasoline,Dual_Clutch,Second,5.0,HYUNDAI,45,1582.0,126.32,10900
2071,Charlotte,5,20442,Diesel,Semi-Automatic,First,5.0,HONDA,42,1497.0,117.3,17800
2072,San_Francisco,8,27963,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,7300
2073,Boston,5,40391,Gasoline,Continuously_Variable,Second,5.0,BMW,44,1995.0,190.0,58000
2074,Charlotte,7,28087,Gasoline,Continuously_Variable,First,5.0,AUDI,39,1968.0,147.51,27000
2075,San_Francisco,12,51059,Diesel,Dual_Clutch,First,5.0,HONDA,24,2354.0,152.0,10800
2076,Seattle,4,23258,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,11780
2077,San_Francisco,4,28584,Gasoline,Automatic,First,5.0,GM,66,1248.0,88.5,16900
2078,Dallas,9,41653,Diesel,Automatic,First,5.0,HONDA,41,1497.0,117.3,8000
2079,Charlotte,7,18642,Gasoline,Dual_Clutch,First,4.0,BMW,22,2993.0,313.0,90000
2080,Charlotte,4,29635,Diesel,Semi-Automatic,First,5.0,GM,54,998.0,67.04,7880
2081,Houston,9,20215,Gasoline,Dual_Clutch,Second,5.0,RENAULT,32,1995.0,148.0,16000
2082,San_Francisco,7,44328,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.0,8200
2083,Chicago,14,121794,Gasoline,Automatic,First,7.0,TOYOTA,30,2494.0,102.0,12500
2084,Atlanta,5,17519,Gasoline,Automatic,First,5.0,GM,67,1248.0,73.75,10500
2085,Seattle,1,1570,Diesel,Continuously_Variable,First,2.0,MERCEDES-BENZ,45,2996.0,362.07,167920
2086,Seattle,15,32404,Diesel,Automatic,First,0.0,HYUNDAI,0,0.0,0.0,3860
2087,San_Francisco,7,52819,Gasoline,Manual,First,5.0,MERCEDES-BENZ,38,1950.0,194.0,42000
2088,Austin,5,12913,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,8600
2089,Charlotte,6,26771,Diesel,Automatic,First,7.0,HONDA,41,1497.0,117.3,10500
2090,Charlotte,10,21749,Diesel,Manual,Second,5.0,PORSCHE,28,4806.0,550.0,64000
2091,Atlanta,7,22370,Gasoline,Automatic,First,7.0,TESLA,40,1493.0,100.0,7800
2092,Charlotte,13,41634,Diesel,Automatic,Third,5.0,TOYOTA,32,1794.0,125.0,4400
2093,Charlotte,4,21177,Gasoline,Automatic,First,6.0,TESLA,60,1198.0,77.0,7400
2094,Seattle,10,48375,CNG,Dual_Clutch,Second,5.0,BMW,26,2497.0,215.0,22540
2095,Houston,7,53440,CNG,Automatic,First,5.0,GM,53,796.0,47.3,4820
2096,Los_Angeles,5,68354,Gasoline,Manual,First,5.0,AUDI,37,1968.0,174.33,38000
2097,San_Francisco,5,72082,Gasoline,Automatic,Second,5.0,TOYOTA,55,1364.0,67.05,11600
2098,Seattle,4,25999,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,27040
2099,San_Francisco,5,12004,Gasoline,Automatic,First,7.0,TOYOTA,31,2982.0,168.7,49000
2100,Los_Angeles,6,25477,Ethanol,Automatic,First,5.0,CHRYSLER,58,1193.0,55.23,6500
2101,Orlando,3,15908,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,42,2143.0,201.15,113460
2102,Houston,5,52167,Gasoline,Automatic,First,5.0,HYUNDAI,46,1582.0,126.2,19900
2103,Los_Angeles,8,37284,CNG,Semi-Automatic,First,5.0,HONDA,40,1497.0,118.0,11000
2104,San_Francisco,5,31070,Gasoline,Semi-Automatic,First,5.0,AUDI,40,1968.0,174.33,50000
2105,Atlanta,11,22992,Diesel,Automatic,First,5.0,GM,41,993.0,60.0,2000
2106,San_Francisco,9,47833,Diesel,Automatic,Second,5.0,GM,46,796.0,46.3,4300
2107,Orlando,2,13474,Diesel,Dual_Clutch,First,5.0,GM,50,1197.0,83.1,15780
2108,Dallas,5,38527,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,20500
2109,Charlotte,13,784,CNG,Automatic,First,5.0,FORD,45,1194.0,94.68,12000
2110,Seattle,3,36942,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,15060
2111,Seattle,2,15203,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,45,2143.0,167.62,78900
2112,Dallas,6,34177,Diesel,Automatic,First,5.0,HONDA,42,1497.0,117.3,11680
2113,Charlotte,3,1243,CNG,Automatic,First,5.0,FORD,44,1499.0,110.4,17300
2114,Orlando,3,15560,Diesel,Automatic,First,5.0,GM,50,1197.0,83.1,15480
2115,Boston,12,52198,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,5000
2116,Los_Angeles,13,105904,Gasoline,Automatic,Second,8.0,TOYOTA,30,2494.0,102.0,11400
2117,Charlotte,4,7813,Diesel,Automatic,First,5.0,GM,50,1197.0,83.1,11600
2118,San_Francisco,8,54683,Gasoline,Continuously_Variable,First,7.0,AUDI,28,2967.0,241.4,73000
2119,Dallas,8,53440,Gasoline,Continuously_Variable,Second,7.0,HYUNDAI,31,2199.0,194.3,19000
2120,Seattle,8,31703,Diesel,Automatic,First,5.0,HYUNDAI,0,999.0,0.0,6960
2121,Charlotte,7,27963,CNG,Automatic,First,5.0,HONDA,40,1497.0,118.0,9100
2122,Houston,8,31691,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,90.0,7800
2123,Los_Angeles,13,57169,Gasoline,Automatic,First,7.0,TESLA,32,2523.0,63.0,5400
2124,Los_Angeles,3,18021,Gasoline,Dual_Clutch,First,7.0,TOYOTA,30,2755.0,174.5,62000
2125,Boston,11,43822,Diesel,Manual,Second,5.0,BMW,26,2497.0,215.0,20600
2126,Atlanta,10,31691,Gasoline,Dual_Clutch,First,5.0,BMW,38,1995.0,181.0,15500
2127,San_Francisco,8,32697,CNG,Automatic,First,5.0,GM,44,998.0,67.1,6400
2128,Dallas,7,42255,Gasoline,Automatic,First,7.0,GM,60,1248.0,88.5,9700
2129,Orlando,4,18034,Gasoline,Dual_Clutch,Second,5.0,RAM,37,1999.0,177.0,68160
2130,Chicago,3,49712,Gasoline,Automatic,First,7.0,GM,58,1248.0,88.5,16200
2131,Chicago,4,48469,Gasoline,Automatic,Second,5.0,CHRYSLER,59,1396.0,69.01,4700
2132,Los_Angeles,8,62140,Diesel,Automatic,First,5.0,GM,49,998.0,67.1,3600
2133,Seattle,5,19519,CNG,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,6840
2134,Charlotte,10,48469,Gasoline,Dual_Clutch,Second,7.0,FORD,27,2953.0,153.86,10680
2135,San_Francisco,2,8700,Gasoline,Continuously_Variable,First,7.0,FORD,30,2198.0,158.0,63980
2136,Boston,9,49712,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,9500
2137,Charlotte,6,29043,CNG,Manual,First,5.0,GM,45,1373.0,91.1,12200
2138,Seattle,7,34105,CNG,Automatic,Second,5.0,HYUNDAI,50,814.0,55.2,7380
2139,Dallas,8,46294,Gasoline,Manual,Second,5.0,AUDI,33,1968.0,174.3,30000
2140,Seattle,4,41927,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,29000
2141,San_Francisco,7,52198,Gasoline,Automatic,First,5.0,GM,67,1248.0,74.0,11300
2142,Atlanta,9,48096,Gasoline,Automatic,First,5.0,GM,50,1248.0,73.9,5000
2143,Charlotte,3,8992,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,46,2143.0,201.15,77000
2144,Atlanta,6,32380,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,10980
2145,Atlanta,7,24856,Diesel,Automatic,First,5.0,GM,45,1197.0,85.8,7100
2146,Houston,6,65274,Gasoline,Automatic,First,7.0,TOYOTA,31,2494.0,100.6,21500
2147,Dallas,4,15129,CNG,Automatic,First,5.0,HYUNDAI,37,1591.0,121.3,22000
2148,Austin,6,36041,Gasoline,Automatic,First,5.0,GM,51,1248.0,88.73,9000
2149,Orlando,6,30861,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,16840
2150,Charlotte,3,10564,CNG,Dual_Clutch,First,5.0,HONDA,42,1497.0,117.3,23200
2151,Orlando,4,8338,Gasoline,Dual_Clutch,First,5.0,JAGUAR,38,2179.0,187.7,67260
2152,Los_Angeles,12,72754,Gasoline,Automatic,Third,5.0,FORD,42,1399.0,68.0,4500
2153,Charlotte,10,45984,Diesel,Manual,First,5.0,BMW,25,2497.0,150.0,25900
2154,San_Francisco,10,53760,Gasoline,Automatic,First,5.0,GM,42,1248.0,0.0,8500
2155,Seattle,6,41560,Gasoline,Manual,First,5.0,AUDI,42,1968.0,174.33,50040
2156,Orlando,6,25763,CNG,Automatic,First,5.0,HONDA,44,1198.0,86.8,7900
2157,Charlotte,9,35420,CNG,Dual_Clutch,First,5.0,HONDA,40,1497.0,118.0,8800
2158,Boston,5,21134,CNG,Automatic,Third,5.0,VOLKSWAGEN,39,1198.0,73.9,9900
2159,Los_Angeles,10,60160,Gasoline,Automatic,Second,8.0,TESLA,28,2179.0,120.0,11000
2160,Charlotte,9,52198,Diesel,Automatic,First,5.0,HONDA,40,1497.0,116.3,6500
2161,Orlando,7,31072,CNG,Automatic,First,5.0,LEXUS,35,1598.0,103.5,8040
2162,Seattle,4,42252,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,23460
2163,Chicago,8,34177,Gasoline,Automatic,First,5.0,VOLKSWAGEN,35,1896.0,105.0,19000
2164,San_Francisco,3,9259,Diesel,Manual,First,5.0,GM,50,1197.0,83.1,17200
2165,Houston,7,44095,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,8000
2166,Charlotte,5,24977,CNG,Automatic,First,5.0,VOLKSWAGEN,35,1598.0,103.2,11100
2167,San_Francisco,5,59654,Diesel,Automatic,First,5.0,GM,53,796.0,47.3,5000
2168,Charlotte,3,21749,Gasoline,Manual,First,7.0,RAM,42,2993.0,255.0,83200
2169,Dallas,5,31070,Diesel,Semi-Automatic,First,5.0,HONDA,42,1497.0,117.3,14820
2170,Charlotte,6,31070,Gasoline,Automatic,First,5.0,NISSAN,45,1461.0,108.5,13000
2171,Charlotte,12,16342,CNG,Automatic,First,5.0,GM,46,796.0,46.3,2400
2172,Boston,5,93450,Gasoline,Automatic,First,7.0,TOYOTA,33,2755.0,174.5,46000
2173,Atlanta,8,37284,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,90.0,5480
2174,San_Francisco,7,40391,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.0,7800
2175,Austin,3,49712,Gasoline,Automatic,First,5.0,GM,57,1248.0,88.5,16000
2176,Chicago,8,57169,Gasoline,Automatic,Third,5.0,HYUNDAI,52,1582.0,126.32,8000
2177,Charlotte,4,8078,CNG,Dual_Clutch,First,5.0,HYUNDAI,30,1999.0,152.88,35500
2178,Seattle,7,45535,Gasoline,Automatic,First,5.0,GM,50,1248.0,73.9,10100
2179,Charlotte,9,23613,Diesel,Continuously_Variable,First,5.0,AUDI,25,1984.0,132.0,24000
2180,Orlando,4,29166,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,31,2143.0,204.0,59200
2181,Houston,5,34177,Gasoline,Automatic,First,5.0,RENAULT,47,1461.0,83.8,13000
2182,Charlotte,6,11807,Diesel,Manual,First,5.0,HONDA,36,1198.0,86.7,9500
2183,Seattle,4,26260,Gasoline,Continuously_Variable,First,5.0,VOLVO,21,1984.0,181.0,48720
2184,Charlotte,9,8700,CNG,Automatic,Second,5.0,GM,41,1197.0,85.8,6400
2185,Atlanta,4,10536,CNG,Automatic,First,5.0,GM,53,998.0,67.04,7200
2186,Seattle,3,9615,CNG,Automatic,First,5.0,GM,40,796.0,34.2,7160
2187,Dallas,9,46605,Gasoline,Automatic,First,5.0,GM,51,1248.0,88.8,5000
2188,Austin,7,59654,Gasoline,Automatic,Second,5.0,FORD,55,1498.0,90.0,7000
2189,Dallas,5,15535,Diesel,Semi-Automatic,First,5.0,TOYOTA,45,2494.0,158.2,50000
2190,Charlotte,10,23613,Diesel,Automatic,Second,5.0,GM,53,998.0,67.04,3500
2191,Boston,15,33556,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,26,2987.0,198.5,20000
2192,Houston,2,2567,Diesel,Semi-Automatic,First,5.0,GM,50,1197.0,83.1,15500
2193,San_Francisco,4,19698,CNG,Automatic,First,5.0,HONDA,44,1199.0,88.7,12900
2194,Los_Angeles,3,41626,Gasoline,Continuously_Variable,First,7.0,TESLA,36,2179.0,120.0,20000
2195,Charlotte,6,33699,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,74.0,9000
2196,Atlanta,5,21749,Diesel,Automatic,First,5.0,HYUNDAI,40,1197.0,80.0,6800
2197,Charlotte,10,38970,Diesel,Manual,First,5.0,TOYOTA,28,2362.0,164.7,9000
2198,San_Francisco,5,28146,Diesel,Automatic,First,5.0,GM,44,998.0,67.1,8600
2199,Los_Angeles,2,4350,Gasoline,Dual_Clutch,First,5.0,BMW,43,1995.0,190.0,92000
2200,Chicago,4,35420,Diesel,Continuously_Variable,First,5.0,GM,57,998.0,67.1,6800
2201,Dallas,7,24918,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,35,2143.0,170.0,29000
2202,Dallas,7,34798,CNG,Automatic,First,5.0,GM,58,796.0,47.3,4200
2203,Charlotte,8,9321,Diesel,Automatic,First,5.0,GM,44,1197.0,85.8,7300
2204,Atlanta,6,8700,CNG,Automatic,First,5.0,CHEVROLET,43,1199.0,82.5,6000
2205,Austin,11,42255,Gasoline,Automatic,Second,5.0,HYUNDAI,54,1396.0,90.0,7900
2206,Dallas,8,51576,Gasoline,Semi-Automatic,First,5.0,LEXUS,28,2496.0,163.2,13500
2207,Orlando,7,50647,Gasoline,Automatic,First,5.0,TOYOTA,50,1364.0,87.2,13060
2208,San_Francisco,5,45673,Gasoline,Automatic,First,7.0,TOYOTA,31,2982.0,168.5,44000
2209,Los_Angeles,7,32872,Diesel,Semi-Automatic,First,5.0,LEXUS,34,1598.0,103.52,9500
2210,Charlotte,3,12428,Diesel,Manual,First,5.0,HONDA,39,1198.0,86.8,11980
2211,Houston,9,28584,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,6100
2212,Dallas,10,40391,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,4800
2213,Los_Angeles,13,26099,CNG,Automatic,Third,5.0,GM,43,998.0,67.1,2600
2214,Orlando,4,22794,Gasoline,Automatic,First,5.0,TOYOTA,55,1364.0,67.06,13420
2215,Austin,6,41634,Gasoline,Automatic,Second,7.0,TESLA,36,2179.0,140.0,14400
2216,Chicago,4,11185,Diesel,Continuously_Variable,First,5.0,HYUNDAI,44,1197.0,82.0,10800
2217,Orlando,5,35053,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,13260
2218,Charlotte,4,40554,Ethanol,Automatic,First,7.0,GM,41,1373.0,80.46,15000
2219,Seattle,2,12614,Diesel,Manual,First,5.0,HONDA,42,1497.0,117.3,28420
2220,Atlanta,10,27968,CNG,Automatic,First,5.0,HONDA,40,1497.0,118.0,6000
2221,Orlando,3,13546,Diesel,Automatic,First,5.0,GM,54,998.0,67.04,10220
2222,Los_Angeles,9,35624,Diesel,Automatic,First,5.0,VOLKSWAGEN,35,1598.0,103.6,6780
2223,San_Francisco,3,21971,Gasoline,Manual,First,7.0,TOYOTA,27,2755.0,171.5,45980
2224,Dallas,11,29172,CNG,Automatic,Second,5.0,HYUNDAI,44,1197.0,80.0,4700
2225,Atlanta,8,24714,Gasoline,Automatic,First,5.0,GM,55,1248.0,73.94,5700
2226,Dallas,6,36041,Gasoline,Dual_Clutch,First,5.0,AUDI,42,1968.0,174.33,37000
2227,Boston,6,32313,Diesel,Automatic,First,5.0,RENAULT,31,1598.0,102.57,11980
2228,San_Francisco,12,94453,Diesel,Automatic,Second,5.0,HONDA,32,1799.0,130.0,6000
2229,Houston,4,26534,Diesel,Automatic,First,5.0,CHRYSLER,56,1199.0,84.0,7200
2230,San_Francisco,6,37284,Gasoline,Manual,First,5.0,AUDI,39,1968.0,147.51,48000
2231,Seattle,5,20627,Diesel,Automatic,First,5.0,GM,45,1197.0,85.8,12520
2232,San_Francisco,10,68354,Gasoline,Automatic,First,7.0,TOYOTA,33,2755.0,174.5,27400
2233,Charlotte,4,32313,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,36,2143.0,203.2,70000
2234,Orlando,5,40018,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,90.0,10040
2235,Charlotte,5,34177,Diesel,Automatic,First,5.0,GM,51,1197.0,81.8,6200
2236,Boston,8,31070,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,11000
2237,Atlanta,6,20808,CNG,Automatic,First,5.0,GM,45,1197.0,85.8,7180
2238,Atlanta,5,19885,Gasoline,Automatic,First,5.0,FIAT,48,1248.0,91.7,9300
2239,Boston,11,44368,Diesel,Automatic,Third,5.0,HONDA,40,1497.0,118.0,7600
2240,San_Francisco,4,25920,Gasoline,Automatic,First,5.0,HYUNDAI,46,1582.0,126.2,25000
2241,San_Francisco,3,28584,Gasoline,Automatic,First,5.0,HONDA,60,1498.0,98.6,25800
2242,San_Francisco,5,32903,CNG,Automatic,First,5.0,GM,33,796.0,35.0,4700
2243,Chicago,5,18331,Diesel,Automatic,First,5.0,GM,48,1197.0,81.8,8300
2244,Seattle,8,39700,Gasoline,Manual,First,5.0,MERCEDES-BENZ,33,2987.0,224.0,45160
2245,Austin,4,37284,Diesel,Automatic,First,5.0,GM,58,796.0,47.3,5300
2246,Dallas,10,36784,Diesel,Automatic,Second,5.0,FORD,37,1196.0,70.0,4500
2247,San_Francisco,4,75414,Gasoline,Automatic,First,7.0,TOYOTA,32,2393.0,147.8,32000
2248,Charlotte,7,48469,Gasoline,Semi-Automatic,First,5.0,BMW,43,1995.0,177.0,39000
2249,Boston,5,36663,Gasoline,Manual,First,7.0,HYUNDAI,31,2199.0,194.3,42000
2250,Austin,8,59033,Gasoline,Continuously_Variable,Second,5.0,BMW,53,1995.0,190.0,35000
2251,San_Francisco,10,52198,Gasoline,Automatic,Second,5.0,FORD,42,1399.0,68.0,4820
2252,Boston,8,36198,Gasoline,Automatic,Second,5.0,TOYOTA,55,1364.0,0.0,8900
2253,Seattle,6,40116,Gasoline,Continuously_Variable,Second,5.0,RAM,30,2179.0,187.7,59860
2254,Los_Angeles,8,15224,Diesel,Automatic,Second,0.0,TOYOTA,43,0.0,0.0,5900
2255,Atlanta,11,42304,Diesel,Automatic,First,5.0,GM,46,796.0,46.3,2040
2256,Houston,11,93027,Gasoline,Automatic,First,7.0,TOYOTA,27,2982.0,171.0,22000
2257,Los_Angeles,15,134067,Gasoline,Automatic,Second,10.0,TOYOTA,0,2446.0,0.0,7000
2258,Charlotte,7,16146,Diesel,Automatic,First,5.0,FORD,37,1499.0,110.0,10700
2259,Charlotte,3,9659,Diesel,Automatic,First,5.0,GM,50,1197.0,83.1,11300
2260,Charlotte,5,21128,Gasoline,Continuously_Variable,First,5.0,MINI,56,1998.0,112.0,44000
2261,Charlotte,7,14914,Diesel,Manual,First,5.0,HYUNDAI,40,1591.0,121.4,11900
2262,Los_Angeles,9,59033,Gasoline,Automatic,Third,5.0,FORD,47,1399.0,68.0,4700
2263,Los_Angeles,6,32313,Gasoline,Automatic,Second,5.0,HONDA,61,1498.0,98.6,8200
2264,Los_Angeles,8,83889,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,10800
2265,Dallas,3,24235,Gasoline,Automatic,First,5.0,FORD,54,1498.0,98.96,16900
2266,Houston,7,28153,Gasoline,Manual,Second,4.0,BMW,26,2993.0,241.0,85000
2267,Charlotte,10,86996,Gasoline,Automatic,First,7.0,TOYOTA,33,2755.0,174.5,21500
2268,Los_Angeles,10,34177,Ethanol,Automatic,Second,5.0,HYUNDAI,32,1086.0,62.1,3300
2269,Orlando,5,41892,Gasoline,Semi-Automatic,First,7.0,TESLA,26,2696.0,184.0,22060
2270,Atlanta,4,15884,Diesel,Automatic,First,5.0,GM,54,998.0,67.04,7000
2271,Houston,4,18823,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,12600
2272,Boston,6,52232,Diesel,Automatic,First,5.0,FORD,44,999.0,123.24,13500
2273,Houston,3,38956,Gasoline,Automatic,First,5.0,GM,62,1248.0,88.5,15000
2274,Los_Angeles,7,54062,Gasoline,Dual_Clutch,First,5.0,AUDI,40,1968.0,174.33,31000
2275,Dallas,5,32632,Diesel,Automatic,First,5.0,HONDA,42,1198.0,86.7,9300
2276,Orlando,4,27331,Diesel,Dual_Clutch,First,5.0,FORD,37,1499.0,110.4,15160
2277,San_Francisco,7,56001,Diesel,Automatic,First,5.0,GM,49,998.0,67.1,4400
2278,Boston,9,31070,Gasoline,Continuously_Variable,Third,5.0,AUDI,39,2967.0,241.38,42000
2279,Atlanta,9,26409,Gasoline,Semi-Automatic,First,5.0,VOLKSWAGEN,43,1968.0,167.7,10500
2280,Orlando,4,38646,Gasoline,Automatic,First,5.0,GM,67,1248.0,74.0,10440
2281,Chicago,9,79539,Gasoline,Automatic,Third,5.0,TESLA,45,1461.0,65.0,4000
